Latitude (decimal degrees):	51.297
Longitude (decimal degrees):	5.105
Elevation (m):	27
Radiation database:	PVGIS-SARAH3


Slope: 38 deg. (optimum)
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	2307.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200110:0010,0.0,0.0,0.0,10.71,4.97,0.0
20200110:0110,0.0,0.0,0.0,10.09,4.41,0.0
20200110:0210,0.0,0.0,0.0,9.36,4.14,0.0
20200110:0310,0.0,0.0,0.0,8.61,3.59,0.0
20200110:0410,0.0,0.0,0.0,7.97,3.31,0.0
20200110:0510,0.0,0.0,0.0,7.84,2.97,0.0
20200110:0610,0.0,0.0,0.0,7.95,2.83,0.0
20200110:0710,0.0,0.0,0.0,7.65,2.76,0.0
20200110:0810,36242.97,31.37,2.82,7.75,2.9,0.0
20200110:0910,65449.59,47.49,9.15,7.82,3.17,0.0
20200110:1010,180938.01,106.78,13.77,8.08,3.45,0.0
20200110:1110,182552.91,107.89,16.31,8.29,3.52,0.0
20200110:1210,102661.5,67.56,16.54,8.56,3.66,0.0
20200110:1310,35989.2,31.04,14.44,8.66,3.86,0.0
20200110:1410,226685.82,129.07,10.19,8.48,3.93,0.0
20200110:1510,28652.94,26.6,4.17,8.09,3.59,0.0
20200110:1610,0.0,0.0,0.0,7.33,2.83,0.0
20200110:1710,0.0,0.0,0.0,6.55,2.34,0.0
20200110:1810,0.0,0.0,0.0,5.64,1.86,0.0
20200110:1910,0.0,0.0,0.0,5.37,1.79,0.0
20200110:2010,0.0,0.0,0.0,4.76,1.72,0.0
20200110:2110,0.0,0.0,0.0,4.24,1.59,0.0
20200110:2210,0.0,0.0,0.0,4.18,1.79,0.0
20200110:2310,0.0,0.0,0.0,4.14,2.07,0.0
20200111:0010,0.0,0.0,0.0,4.15,2.07,0.0
20200111:0110,0.0,0.0,0.0,3.82,2.28,0.0
20200111:0210,0.0,0.0,0.0,3.82,2.21,0.0
20200111:0310,0.0,0.0,0.0,3.7,2.28,0.0
20200111:0410,0.0,0.0,0.0,3.45,2.34,0.0
20200111:0510,0.0,0.0,0.0,3.5,2.41,0.0
20200111:0610,0.0,0.0,0.0,3.55,2.62,0.0
20200111:0710,0.0,0.0,0.0,2.87,2.9,0.0
20200111:0810,1661.04,7.3,2.91,2.72,3.24,0.0
20200111:0910,127415.61,78.29,9.25,3.4,3.66,0.0
20200111:1010,271626.18,148.78,13.89,4.46,4.07,0.0
20200111:1110,590199.81,303.49,16.46,5.43,3.86,0.0
20200111:1210,678765.54,347.87,16.7,6.33,4.41,0.0
20200111:1310,447327.3,234.84,14.61,6.82,4.55,0.0
20200111:1410,203039.07,116.74,10.37,7.02,4.62,0.0
20200111:1510,87666.0,59.26,4.35,6.76,4.48,0.0
20200111:1610,0.0,0.0,0.0,6.26,4.41,0.0
20200111:1710,0.0,0.0,0.0,5.89,4.48,0.0
20200111:1810,0.0,0.0,0.0,5.69,4.62,0.0
20200111:1910,0.0,0.0,0.0,5.23,4.83,0.0
20200111:2010,0.0,0.0,0.0,5.04,4.83,0.0
20200111:2110,0.0,0.0,0.0,4.78,4.83,0.0
20200111:2210,0.0,0.0,0.0,4.62,4.83,0.0
20200111:2310,0.0,0.0,0.0,4.49,4.83,0.0
20200112:0010,0.0,0.0,0.0,4.28,4.76,0.0
20200112:0110,0.0,0.0,0.0,3.96,4.69,0.0
20200112:0210,0.0,0.0,0.0,3.68,4.62,0.0
20200112:0310,0.0,0.0,0.0,3.54,4.62,0.0
20200112:0410,0.0,0.0,0.0,3.48,4.69,0.0
20200112:0510,0.0,0.0,0.0,3.52,4.76,0.0
20200112:0610,0.0,0.0,0.0,3.53,4.83,0.0
20200112:0710,0.0,0.0,0.0,3.96,5.1,0.0
20200112:0810,73754.79,51.81,3.0,4.23,5.31,0.0
20200112:0910,415767.54,217.31,9.36,4.76,5.59,0.0
20200112:1010,31882.74,28.3,14.02,5.85,4.76,0.0
20200112:1110,60743.31,44.74,16.61,6.48,5.45,0.0
20200112:1210,62289.0,45.65,16.87,7.0,6.28,0.0
20200112:1310,40926.18,33.78,14.78,7.53,5.66,0.0
20200112:1410,252062.82,141.12,10.55,8.23,5.31,0.0
20200112:1510,42564.15,34.92,4.53,8.96,5.79,0.0
20200112:1610,0.0,0.0,0.0,8.87,5.24,0.0
20200112:1710,0.0,0.0,0.0,8.69,4.9,0.0
20200112:1810,0.0,0.0,0.0,8.36,4.62,0.0
20200112:1910,0.0,0.0,0.0,7.91,4.14,0.0
20200112:2010,0.0,0.0,0.0,7.49,3.86,0.0
20200112:2110,0.0,0.0,0.0,7.04,3.66,0.0
20200112:2210,0.0,0.0,0.0,6.69,3.45,0.0
20200112:2310,0.0,0.0,0.0,6.27,3.38,0.0
20200113:0010,0.0,0.0,0.0,6.16,3.38,0.0
20200113:0110,0.0,0.0,0.0,6.12,3.38,0.0
20200113:0210,0.0,0.0,0.0,5.95,3.24,0.0
20200113:0310,0.0,0.0,0.0,5.92,3.17,0.0
20200113:0410,0.0,0.0,0.0,5.82,3.17,0.0
20200113:0510,0.0,0.0,0.0,5.69,3.17,0.0
20200113:0610,0.0,0.0,0.0,5.65,3.1,0.0
20200113:0710,0.0,0.0,0.0,5.89,3.03,0.0
20200113:0810,72855.06,51.71,3.1,5.88,2.9,0.0
20200113:0910,586993.08,304.82,9.48,6.29,2.9,0.0
20200113:1010,521912.61,271.7,14.16,7.25,4.34,0.0
20200113:1110,266527.71,148.59,16.76,7.78,4.55,0.0
20200113:1210,474988.23,250.33,17.04,8.26,4.21,0.0
20200113:1310,538038.54,281.13,14.96,8.34,4.21,0.0
20200113:1410,790631.97,408.71,10.74,8.16,4.07,0.0
20200113:1510,11673.42,15.52,4.72,7.92,3.93,0.0
20200113:1610,0.0,0.0,0.0,7.85,4.62,0.0
20200113:1710,0.0,0.0,0.0,8.11,5.17,0.0
20200113:1810,0.0,0.0,0.0,8.4,5.31,0.0
20200113:1910,0.0,0.0,0.0,8.7,5.86,0.0
20200113:2010,0.0,0.0,0.0,9.26,6.21,0.0
20200113:2110,0.0,0.0,0.0,9.8,6.48,0.0
20200113:2210,0.0,0.0,0.0,10.19,6.76,0.0
20200113:2310,0.0,0.0,0.0,10.25,7.1,0.0
20200114:0010,0.0,0.0,0.0,10.12,7.24,0.0
20200114:0110,0.0,0.0,0.0,9.86,7.17,0.0
20200114:0210,0.0,0.0,0.0,9.84,7.17,0.0
20200114:0310,0.0,0.0,0.0,9.83,7.38,0.0
20200114:0410,0.0,0.0,0.0,9.48,7.66,0.0
20200114:0510,0.0,0.0,0.0,9.22,7.72,0.0
20200114:0610,0.0,0.0,0.0,9.31,7.66,0.0
20200114:0710,0.0,0.0,0.0,9.69,7.24,0.0
20200114:0810,2445.42,8.22,3.21,9.75,7.1,0.0
20200114:0910,53176.35,41.09,9.61,9.95,6.9,0.0
20200114:1010,69532.98,50.22,14.31,10.37,6.69,0.0
20200114:1110,48147.09,38.35,16.93,10.71,6.76,0.0
20200114:1210,139781.13,87.25,17.22,10.96,7.17,0.0
20200114:1310,44940.36,36.52,15.15,10.82,7.38,0.0
20200114:1410,146402.22,90.09,10.93,10.83,7.59,0.0
20200114:1510,9020.37,13.7,4.91,10.66,7.38,0.0
20200114:1610,0.0,0.0,0.0,10.64,8.07,0.0
20200114:1710,0.0,0.0,0.0,11.0,8.28,0.0
20200114:1810,0.0,0.0,0.0,11.22,8.28,0.0
20200114:1910,0.0,0.0,0.0,11.29,7.93,0.0
20200114:2010,0.0,0.0,0.0,11.09,7.79,0.0
20200114:2110,0.0,0.0,0.0,10.92,7.72,0.0
20200114:2210,0.0,0.0,0.0,10.99,7.72,0.0
20200114:2310,0.0,0.0,0.0,10.86,7.38,0.0
20200115:0010,0.0,0.0,0.0,10.83,7.17,0.0
20200115:0110,0.0,0.0,0.0,10.54,7.24,0.0
20200115:0210,0.0,0.0,0.0,10.17,7.1,0.0
20200115:0310,0.0,0.0,0.0,10.03,6.76,0.0
20200115:0410,0.0,0.0,0.0,10.1,6.48,0.0
20200115:0510,0.0,0.0,0.0,10.1,6.34,0.0
20200115:0610,0.0,0.0,0.0,9.99,6.28,0.0
20200115:0710,0.0,0.0,0.0,10.23,6.55,0.0
20200115:0810,2445.42,8.22,3.32,10.03,6.55,0.0
20200115:0910,250632.48,141.46,9.74,10.3,6.76,0.0
20200115:1010,406977.87,218.06,14.46,10.81,6.97,0.0
20200115:1110,775359.63,401.52,17.1,11.34,7.03,0.0
20200115:1210,205622.91,120.72,17.4,11.74,6.48,0.0
20200115:1310,54191.43,42.0,15.35,11.98,5.66,0.0
20200115:1410,59105.34,44.74,11.13,11.94,7.31,0.0
20200115:1510,6621.09,11.87,5.11,11.59,7.03,0.0
20200115:1610,0.0,0.0,0.0,11.14,6.76,0.0
20200115:1710,0.0,0.0,0.0,10.47,5.52,0.0
20200115:1810,0.0,0.0,0.0,9.7,4.07,0.0
20200115:1910,0.0,0.0,0.0,8.91,3.72,0.0
20200115:2010,0.0,0.0,0.0,8.03,3.31,0.0
20200115:2110,0.0,0.0,0.0,7.17,3.31,0.0
20200115:2210,0.0,0.0,0.0,6.51,3.31,0.0
20200115:2310,0.0,0.0,0.0,6.01,3.17,0.0
20200116:0010,0.0,0.0,0.0,5.53,2.83,0.0
20200116:0110,0.0,0.0,0.0,5.01,2.62,0.0
20200116:0210,0.0,0.0,0.0,4.52,2.48,0.0
20200116:0310,0.0,0.0,0.0,4.11,2.48,0.0
20200116:0410,0.0,0.0,0.0,3.85,2.48,0.0
20200116:0510,0.0,0.0,0.0,3.69,2.48,0.0
20200116:0610,0.0,0.0,0.0,3.6,2.48,0.0
20200116:0710,0.0,0.0,0.0,3.01,2.41,0.0
20200116:0810,102523.08,66.77,3.44,3.15,2.55,0.0
20200116:0910,782765.1,401.31,9.88,4.43,2.76,0.0
20200116:1010,1136728.11,594.17,14.62,6.6,2.76,0.0
20200116:1110,1368097.14,721.49,17.27,8.51,4.41,0.0
20200116:1210,1320388.38,697.87,17.6,9.3,4.28,0.0
20200116:1310,1244580.36,656.17,15.55,9.65,4.21,0.0
20200116:1410,981305.52,514.1,11.33,9.97,3.86,0.0
20200116:1510,226893.45,131.28,5.31,9.93,3.59,0.0
20200116:1610,0.0,0.0,0.0,9.29,3.66,0.0
20200116:1710,0.0,0.0,0.0,8.86,3.86,0.0
20200116:1810,0.0,0.0,0.0,8.8,4.14,0.0
20200116:1910,0.0,0.0,0.0,8.81,4.21,0.0
20200116:2010,0.0,0.0,0.0,8.94,4.41,0.0
20200116:2110,0.0,0.0,0.0,9.09,4.55,0.0
20200116:2210,0.0,0.0,0.0,9.18,4.76,0.0
20200116:2310,0.0,0.0,0.0,9.14,4.83,0.0
20200117:0010,0.0,0.0,0.0,8.95,4.76,0.0
20200117:0110,0.0,0.0,0.0,8.69,4.62,0.0
20200117:0210,0.0,0.0,0.0,8.41,4.34,0.0
20200117:0310,0.0,0.0,0.0,8.19,4.14,0.0
20200117:0410,0.0,0.0,0.0,7.97,3.86,0.0
20200117:0510,0.0,0.0,0.0,7.77,3.79,0.0
20200117:0610,0.0,0.0,0.0,7.96,3.86,0.0
20200117:0710,0.0,0.0,0.0,8.94,4.48,0.0
20200117:0810,20209.32,21.49,3.57,9.45,4.48,0.0
20200117:0910,139642.71,86.48,10.02,9.67,4.28,0.0
20200117:1010,89857.65,61.17,14.78,10.08,4.34,0.0
20200117:1110,91403.34,62.09,17.46,10.45,4.07,0.0
20200117:1210,124578.0,79.43,17.79,10.3,4.55,0.0
20200117:1310,231692.01,132.79,15.75,10.17,5.03,0.0
20200117:1410,296541.78,164.12,11.54,10.01,4.76,0.0
20200117:1510,75946.44,53.56,5.52,9.64,4.21,0.0
20200117:1610,0.0,0.0,0.0,8.91,4.34,0.0
20200117:1710,0.0,0.0,0.0,8.12,4.9,0.0
20200117:1810,0.0,0.0,0.0,7.46,5.24,0.0
20200117:1910,0.0,0.0,0.0,6.68,4.97,0.0
20200117:2010,0.0,0.0,0.0,6.06,4.55,0.0
20200117:2110,0.0,0.0,0.0,5.64,4.14,0.0
20200117:2210,0.0,0.0,0.0,5.27,3.86,0.0
20200117:2310,0.0,0.0,0.0,4.79,3.79,0.0
20200118:0010,0.0,0.0,0.0,4.72,3.79,0.0
20200118:0110,0.0,0.0,0.0,4.77,3.72,0.0
20200118:0210,0.0,0.0,0.0,4.65,3.72,0.0
20200118:0310,0.0,0.0,0.0,4.51,3.79,0.0
20200118:0410,0.0,0.0,0.0,4.56,3.72,0.0
20200118:0510,0.0,0.0,0.0,4.47,3.59,0.0
20200118:0610,0.0,0.0,0.0,4.31,3.45,0.0
20200118:0710,0.0,0.0,0.0,4.12,3.45,0.0
20200118:0810,39380.49,32.68,3.7,4.02,3.45,0.0
20200118:0910,682433.67,348.88,10.17,4.32,3.45,0.0
20200118:1010,934796.4,478.11,14.95,5.02,3.38,0.0
20200118:1110,1296626.28,671.74,17.65,5.61,4.21,0.0
20200118:1210,50892.42,39.26,18.0,6.12,4.0,0.0
20200118:1310,744838.02,382.23,15.97,6.39,3.72,0.0
20200118:1410,640561.62,330.35,11.76,6.41,3.59,0.0
20200118:1510,257253.57,144.02,5.73,5.87,3.17,0.0
20200118:1610,0.0,0.0,0.0,5.26,2.83,0.0
20200118:1710,0.0,0.0,0.0,4.65,2.62,0.0
20200118:1810,0.0,0.0,0.0,3.99,2.34,0.0
20200118:1910,0.0,0.0,0.0,3.19,2.41,0.0
20200118:2010,0.0,0.0,0.0,2.59,2.34,0.0
20200118:2110,0.0,0.0,0.0,2.11,2.21,0.0
20200118:2210,0.0,0.0,0.0,1.92,2.14,0.0
20200118:2310,0.0,0.0,0.0,1.43,2.21,0.0
20200119:0010,0.0,0.0,0.0,1.5,2.21,0.0
20200119:0110,0.0,0.0,0.0,1.33,2.21,0.0
20200119:0210,0.0,0.0,0.0,1.59,2.34,0.0
20200119:0310,0.0,0.0,0.0,1.89,2.41,0.0
